-----------------------------------------------------------------------------------------------------------------------------------------
 Module info :
-----------------------------------------------------------------------------------------------------------------------------------------
 Base       | Top        | Size       | Rebase | SafeSEH | ASLR  | NXCompat | OS Dll | Version, Modulename & Path
-----------------------------------------------------------------------------------------------------------------------------------------
 0x10470000 | 0x104a1000 | 0x00031000 | False  | True    | False |  False   | False  | -1.0- [test.exe] (C:\Users\Jay\Desktop\test.exe)
 0x74f50000 | 0x75134000 | 0x001e4000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNELBASE.dll] (C:\WINDOWS\System32\KERNELBASE.dll)
 0x77a30000 | 0x77a74000 | 0x00044000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [sechost.dll] (C:\WINDOWS\System32\sechost.dll)
 0x72ee0000 | 0x72f36000 | 0x00056000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [mswsock.dll] (C:\WINDOWS\system32\mswsock.dll)
 0x75bc0000 | 0x75ca0000 | 0x000e0000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNEL32.DLL] (C:\WINDOWS\System32\KERNEL32.DLL)
 0x773a0000 | 0x7745f000 | 0x000bf000 | True   | True    | True  |  False   | True   | 7.0.17134.1 [msvcrt.dll] (C:\WINDOWS\System32\msvcrt.dll)
 0x744d0000 | 0x744da000 | 0x0000a000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [CRYPTBASE.dll] (C:\WINDOWS\System32\CRYPTBASE.dll)
 0x744e0000 | 0x74500000 | 0x00020000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [SspiCli.dll] (C:\WINDOWS\System32\SspiCli.dll)
 0x77c20000 | 0x77db0000 | 0x00190000 | True   | True    | True  |  False   | True   | 10.0.17134.228 [ntdll.dll] (C:\WINDOWS\SYSTEM32\ntdll.dll)
 0x74550000 | 0x745c8000 | 0x00078000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [ADVAPI32.dll] (C:\WINDOWS\System32\ADVAPI32.dll)
 0x75de0000 | 0x75ea0000 | 0x000c0000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [RPCRT4.dll] (C:\WINDOWS\System32\RPCRT4.dll)
 0x75d10000 | 0x75d77000 | 0x00067000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [WS2_32.dll] (C:\WINDOWS\System32\WS2_32.dll)
 0x77650000 | 0x776a8000 | 0x00058000 | True   | True    | True  |  False   | True   | 10.0.17134.345 [bcryptPrimitives.dll] (C:\WINDOWS\System32\bcryptPrimitives.dll)
-----------------------------------------------------------------------------------------------------------------------------------------
Interesting gadgets
-------------------
0x1047601a :  # POP EDI # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104715a9 :  # ADD BYTE PTR DS:[EDX+10],CL # MOV EAX,DWORD PTR SS:[EBP-C] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104715aa :  # DEC EDX # ADC BYTE PTR DS:[EBX+E58BF445],CL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104715ab :  # ADC BYTE PTR DS:[EBX+E58BF445],CL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104715ac :  # MOV EAX,DWORD PTR SS:[EBP-C] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104898f2 :  # ADD DWORD PTR DS:[EAX+448B0147],ECX # AND AL,0C # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104715af :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104898f5 :  # ADD DWORD PTR DS:[EBX+5E0C2444],ECX # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104735c5 :  # ADD BYTE PTR DS:[EAX],AL # ADD BH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e0c2 :  # ADC BH,BH # ADC EAX,<&KERNEL32.EnumSystemLocalesW> # AND DWORD PTR DS:[1049E740],0 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047fe4c :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[EAX+68],AL # LES ECX,FWORD PTR DS:[ECX+15FF1049] # ADD BYTE PTR DS:[EAX],4A # ADC BYTE PTR DS:[EBX+1049D220],AH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104898f7 :  # INC ESP # AND AL,0C # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473e4d :  # ADD BYTE PTR DS:[ECX+5EC03306],CL # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047f5d2 :  # IMUL EDI,EDI,-1 # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104898f9 :  # OR AL,5E # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104783a4 :  # INC EBP # OR BYTE PTR DS:[EBX+108B0800],AL # MOV EAX,DWORD PTR DS:[EDX-8] # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048b5db :  # ADD BYTE PTR SS:[ESP+ECX+2B],DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048b5dd :  # OR AL,2B # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f5e1 :  # IMUL EDI,EDI,-1 # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104795e5 :  # FIADD DWORD PTR DS:[EAX] # MOV ECX,EDX # MOV EDX,EBX # MOV EBX,ECX # MOV ECX,EAX # MOV EAX,ESI # POP ESI # RETN 0x10    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104735eb :  # ADD CL,BYTE PTR DS:[EBX+83378BCA] # MOV DWORD PTR DS:[ECX+ECX*4],FFFDE4BD # PUSH EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104735f1 :  # MOV DWORD PTR DS:[ECX+ECX*4],FFFDE4BD # PUSH EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479602 :  # DEC EDX # ADC BYTE PTR DS:[ECX+49D15486],CL # ADC BYTE PTR DS:[EBX+FE8304C6],AL # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479603 :  # ADC BYTE PTR DS:[ECX+49D15486],CL # ADC BYTE PTR DS:[EBX+FE8304C6],AL # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479605 :  # XCHG BYTE PTR DS:[ECX+EDX*8+49],DL # ADC BYTE PTR DS:[EBX+FE8304C6],AL # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479608 :  # DEC ECX # ADC BYTE PTR DS:[EBX+FE8304C6],AL # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479609 :  # ADC BYTE PTR DS:[EBX+FE8304C6],AL # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f60a :  # MOV EBX,DWORD PTR SS:[EBP-1C] # MOV ESI,DWORD PTR SS:[EBP-20] # AND DWORD PTR DS:[ESI+70],FFFFFFEF # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047960b :  # MOV BYTE PTR DS:[EBX+EAX*4],0FE # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f60d :  # MOV ESI,DWORD PTR SS:[EBP-20] # AND DWORD PTR DS:[ESI+70],FFFFFFEF # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048b60e :  # ADD CL,BYTE PTR DS:[EBX+5B5E5FC6] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047960f :  # SUB BYTE PTR DS:[EDX-1A],DH # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f610 :  # AND DWORD PTR DS:[ESI+70],FFFFFFEF # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048b611 :  # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048b612 :  # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d613 :  # ADD BYTE PTR DS:[EAX],AL # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048b614 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048561a :  # POP EDI # POP ESI # MOV EAX,EDX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048561b :  # POP ESI # MOV EAX,EDX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048561c :  # MOV EAX,EDX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10488e5a :  # STD # MOV EAX,ECX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048561e :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048561f :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104892b8 :  # DEC EBP # OR BYTE PTR DS:[ECX+1049D120],AH # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,4 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047fe5e :  # DEC ECX # ADC BL,AL # XOR EAX,EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048990c :  # ADD CL,BYTE PTR DS:[EAX+448B0247] # AND AL,0C # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473656 :  # MOV DWORD PTR DS:[ECX+ECX*4],FFFDE4BD # PUSH EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475663 :  # ADC EAX,<&KERNEL32.FreeEnvironmentStringsW> # XOR EAX,EAX # POP EBX # POP ESI # POP EDI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475665 :  # ADD DWORD PTR DS:[EDX+10],ECX # XOR EAX,EAX # POP EBX # POP ESI # POP EDI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10471667 :  # MOV EAX,DWORD PTR SS:[EBP-4] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475668 :  # XOR EAX,EAX # POP EBX # POP ESI # POP EDI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10471669 :  # CLD # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047166a :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047566b :  # POP ESI # POP EDI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047566c :  # POP EDI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047566d :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10489913 :  # OR AL,5E # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104893bf :  # OR BYTE PTR DS:[ECX+1049D120],AH # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,1 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10471100 :  # MOV ESP,EBP # POP EBP # RETN 0x04    ** [test.exe] **   |  null {PAGE_EXECUTE_READ}
0x10475698 :  # XOR EAX,EAX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047569a :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d69b :  # AND BYTE PTR DS:[EAX+ESI+4],0FD # MOV EAX,DWORD PTR SS:[EBP-8] # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d69c :  # XOR BYTE PTR FS:[EDI*8+8BF8458B],AL # PUSH EBP # CLD # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d69d :  # XOR BYTE PTR DS:[EDI*8+8BF8458B],AL # PUSH EBP # CLD # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d69e :  # ADD AL,0FD # MOV EAX,DWORD PTR SS:[EBP-8] # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d69f :  # STD # MOV EAX,DWORD PTR SS:[EBP-8] # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a0 :  # MOV EAX,DWORD PTR SS:[EBP-8] # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a1 :  # INC EBP # CLC # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a2 :  # CLC # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a3 :  # MOV EDX,DWORD PTR SS:[EBP-4] # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a4 :  # PUSH EBP # CLD # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a5 :  # CLD # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a6 :  # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a7 :  # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6a8 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104853df :  # ADC BYTE PTR DS:[EBX+1049D168],AH # MOV DWORD PTR DS:[1049D16C],test.10487761 # MOV DWORD PTR DS:[1049D170],test.1048812C # MOV DWORD PTR DS:[1049D174],test.10488094 # MOV DWORD PTR DS:[1049D178],test.1048817F # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472ed8 :  # LES EDX,FWORD PTR DS:[EAX] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104856da :  # AND BYTE PTR DS:[EAX+2B],BL # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6dc :  # MOV DWORD PTR DS:[ECX+8],EAX # MOV DWORD PTR DS:[ECX+18],2 # MOV EAX,DWORD PTR DS:[ECX+8] # AND DWORD PTR DS:[ECX+4],0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6df :  # MOV DWORD PTR DS:[ECX+18],2 # MOV EAX,DWORD PTR DS:[ECX+8] # AND DWORD PTR DS:[ECX+4],0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6e2 :  # ADD AL,BYTE PTR DS:[EAX] # ADD BYTE PTR DS:[EAX],AL # MOV EAX,DWORD PTR DS:[ECX+8] # AND DWORD PTR DS:[ECX+4],0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476e7b :  # CLC # PUSH DWORD PTR SS:[EBP+8] # MOV EAX,DWORD PTR SS:[EBP+10] # OR DWORD PTR DS:[EAX],FFFFFFFF # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047d6e4 :  # ADD BYTE PTR DS:[EAX],AL # MOV EAX,DWORD PTR DS:[ECX+8] # AND DWORD PTR DS:[ECX+4],0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6e5 :  # ADD BYTE PTR DS:[EBX+61830841],CL # ADD AL,0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6e6 :  # MOV EAX,DWORD PTR DS:[ECX+8] # AND DWORD PTR DS:[ECX+4],0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6e7 :  # INC ECX # OR BYTE PTR DS:[EBX+89000461],AL # ADD DWORD PTR DS:[ESI+5D],EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6e8 :  # OR BYTE PTR DS:[EBX+89000461],AL # ADD DWORD PTR DS:[ESI+5D],EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476e7c :  # PUSH DWORD PTR SS:[EBP+8] # MOV EAX,DWORD PTR SS:[EBP+10] # OR DWORD PTR DS:[EAX],FFFFFFFF # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104796ea :  # MOV DWORD PTR FS:[0],ECX # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796eb :  # MOV DWORD PTR DS:[0],ECX # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796ec :  # OR EAX,0 # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796ed :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[EAX],AL # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796ee :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[ECX+5F],BL # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796ef :  # ADD BYTE PTR DS:[EAX],AL # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f0 :  # ADD BYTE PTR DS:[ECX+5F],BL # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f1 :  # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f2 :  # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f3 :  # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f4 :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f5 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796f9 :  # MOV EAX,DWORD PTR SS:[EBP-14] # MOV EAX,DWORD PTR DS:[EAX] # XOR ECX,ECX # CMP DWORD PTR DS:[EAX],C0000005 # SETE CL # MOV EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796fc :  # MOV EAX,DWORD PTR DS:[EAX] # XOR ECX,ECX # CMP DWORD PTR DS:[EAX],C0000005 # SETE CL # MOV EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104796fe :  # XOR ECX,ECX # CMP DWORD PTR DS:[EAX],C0000005 # SETE CL # MOV EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479700 :  # CMP DWORD PTR DS:[EAX],C0000005 # SETE CL # MOV EAX,ECX # RETN    ** [test.exe] **   |  null {PAGE_EXECUTE_READ}
0x10475702 :  # ADD DWORD PTR DS:[EDX+10],ECX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10487703 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10479704 :  # ADD AL,AL # SETE CL # MOV EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479706 :  # SETE CL # MOV EAX,ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483708 :  # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10483709 :  # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048370a :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048370b :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048492d :  # LES EDX,FWORD PTR DS:[EAX] # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047892e :  # CLC # AND DWORD PTR DS:[ECX+70],FFFFFFFD # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047971b :  # MOV DWORD PTR FS:[0],ECX # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047971c :  # MOV DWORD PTR DS:[0],ECX # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047971d :  # OR EAX,0 # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047971e :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[EAX],AL # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047971f :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[ECX+5F],BL # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479720 :  # ADD BYTE PTR DS:[EAX],AL # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479721 :  # ADD BYTE PTR DS:[ECX+5F],BL # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479722 :  # POP ECX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479723 :  # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479724 :  # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479725 :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479726 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476e87 :  # MOV EAX,DWORD PTR SS:[EBP+10] # INC DWORD PTR DS:[EAX] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475738 :  # OR BH,BH # ADC EAX,<&KERNEL32.CreateSemaphoreW> # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047573b :  # POP ESP # ADD DWORD PTR DS:[EDX+10],ECX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047573c :  # ADD DWORD PTR DS:[EDX+10],ECX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10489e8a :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104853e0 :  # MOV DWORD PTR DS:[1049D168],EAX # MOV DWORD PTR DS:[1049D16C],test.10487761 # MOV DWORD PTR DS:[1049D170],test.1048812C # MOV DWORD PTR DS:[1049D174],test.10488094 # MOV DWORD PTR DS:[1049D178],test.1048817F # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10471742 :  # DEC EDX # ADC BYTE PTR DS:[EBX+FF50FC45],CL # ADC EAX,<&ADVAPI32.CloseServiceHandle> # MOV EAX,DWORD PTR SS:[EBP-8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10471743 :  # ADC BYTE PTR DS:[EBX+FF50FC45],CL # ADC EAX,<&ADVAPI32.CloseServiceHandle> # MOV EAX,DWORD PTR SS:[EBP-8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10471749 :  # ADC EAX,<&ADVAPI32.CloseServiceHandle> # MOV EAX,DWORD PTR SS:[EBP-8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
